SYMBOL,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME
KEL,4.21,4.20,4.31,4.14,4.19,-0.02,-0.48%,"40,006,000"
UNITY,18.01,18.00,18.50,17.80,17.95,-0.06,-0.33%,"33,167,500"
HASCOL,21.04,20.92,21.39,20.70,20.95,-0.09,-0.43%,"32,105,500"
POWER,9.20,9.17,9.61,9.13,9.46,0.26,2.83%,"20,302,000"
PIBTL,13.47,13.33,13.60,13.12,13.26,-0.21,-1.56%,"19,052,500"
PTC,11.77,11.69,12.18,11.55,11.75,-0.02,-0.17%,"17,728,000"
JSCL,31.23,31.00,32.60,28.90,29.25,-1.98,-6.34%,"16,245,500"
ASL,15.97,15.90,16.57,15.70,16.21,0.24,1.50%,"15,781,000"
TRG,56.45,56.75,56.80,53.75,54.50,-1.95,-3.45%,"14,416,000"
FFL,17.59,17.64,18.20,17.11,17.21,-0.38,-2.16%,"11,286,000"
SILK,1.06,1.08,1.14,1.06,1.07,0.01,0.94%,"10,801,000"
FCCL,21.00,21.00,21.40,21.00,21.10,0.10,0.48%,"9,677,500"
FFBL,23.34,23.49,23.69,22.35,22.41,-0.93,-3.98%,"9,108,000"
MLCF,39.68,39.75,40.28,39.40,39.60,-0.08,-0.20%,"8,978,500"
BOP,9.81,9.81,9.90,9.60,9.80,-0.01,-0.10%,"8,839,500"
PRL,21.06,21.06,21.06,20.16,20.45,-0.61,-2.90%,"8,781,500"
BYCO,10.14,10.04,10.16,9.62,9.97,-0.17,-1.68%,"7,680,000"
PAEL,37.88,37.94,37.94,36.50,36.50,-1.38,-3.64%,"6,753,500"
DGKC,113.22,113.00,114.80,111.80,112.65,-0.57,-0.50%,"4,723,500"
EPCL,43.91,43.60,45.49,43.10,44.70,0.79,1.80%,"4,613,500"
ASC,20.08,20.05,20.74,19.76,20.54,0.43,2.14%,"4,598,500"
ILP,64.10,65.90,68.90,65.25,68.90,4.80,7.49%,"4,593,000"
PPL,95.08,94.95,94.95,92.04,92.99,-2.09,-2.20%,"3,680,337"
KAPCO,26.79,26.97,26.97,26.35,26.51,-0.28,-1.05%,"3,522,500"
TOMCL,30.95,31.25,32.30,29.15,31.25,0.30,0.97%,"3,439,500"
ASTL,46.57,46.50,46.75,44.36,45.65,-0.92,-1.98%,"3,342,000"
WTL,1.21,1.21,1.23,1.18,1.20,-0.01,-0.83%,"3,203,000"
SNGP,64.75,64.15,65.00,63.61,64.00,-0.75,-1.16%,"3,040,500"
OGDC,108.11,108.11,108.20,103.99,104.85,-3.26,-3.02%,"3,007,784"
AVN,66.99,66.75,68.80,65.51,67.05,0.06,0.09%,"2,998,500"
DCL,11.45,11.39,11.51,11.03,11.15,-0.30,-2.62%,"2,944,000"
BAFL,35.35,35.12,35.12,34.50,34.71,-0.64,-1.81%,"2,856,470"
EFERTXD,60.18,59.96,62.10,59.96,61.82,1.81,3.02%,"2,855,240"
ISL,80.11,80.00,80.51,76.89,79.70,-0.41,-0.51%,"2,837,500"
FABL,17.70,17.80,17.85,17.61,17.70,0.00,0.00%,"2,828,000"
SEARL,267.33,267.98,273.90,260.15,272.00,4.67,1.75%,"2,563,300"
NETSOL,66.04,64.91,64.91,61.70,62.35,-3.69,-5.59%,"2,424,500"
POWERPS,10.00,10.01,10.15,10.00,10.02,0.02,0.20%,"2,398,000"
FNEL,20.02,20.00,20.70,19.04,19.22,-0.80,-4.00%,"2,374,000"
STPL,14.16,14.10,14.30,13.80,13.94,-0.22,-1.55%,"2,213,000"
EPQL,20.80,20.99,21.85,20.90,21.25,0.45,2.16%,"2,212,000"
DFMLDEF,8.49,8.51,8.95,8.50,8.70,0.21,2.47%,"2,113,500"
GHNI,267.73,266.98,273.75,250.12,269.00,1.27,0.47%,"2,109,000"
NCPL,14.47,14.48,14.50,13.60,13.73,-0.74,-5.11%,"2,010,500"
PSO,202.60,202.51,207.48,199.75,205.10,2.50,1.23%,"1,959,290"
UBL,124.33,124.89,124.90,120.00,124.90,0.57,0.46%,"1,693,239"
ITTEFAQ,15.77,15.89,15.89,15.00,15.03,-0.74,-4.69%,"1,637,500"
LOTCHEM,12.86,12.80,12.90,12.45,12.70,-0.16,-1.24%,"1,627,000"
JSBL,6.97,6.95,7.09,6.75,7.00,0.03,0.43%,"1,606,000"
PIOC,97.86,98.49,99.90,97.30,98.61,0.75,0.77%,"1,596,500"
FEROZ,390.43,386.05,419.71,377.00,419.71,29.28,7.50%,"1,383,200"
MUGHAL,66.96,67.00,68.40,65.20,68.30,1.34,2.00%,"1,324,000"
DAWHXD,130.25,130.50,134.50,127.50,129.00,-1.25,-0.96%,"1,228,400"
GHNL,96.17,95.00,102.00,90.15,99.12,2.95,3.07%,"1,194,000"
AGL,5.23,5.41,5.55,5.20,5.31,0.08,1.53%,"1,185,000"
IBLHL,89.54,90.61,93.50,86.00,90.00,0.46,0.51%,"1,127,000"
WAVES,29.39,29.50,29.56,28.41,28.75,-0.64,-2.18%,"1,120,000"
QUICE,5.50,5.50,5.53,5.04,5.18,-0.32,-5.82%,"1,104,000"
DOL,45.53,45.61,47.00,44.20,46.25,0.72,1.58%,"1,090,500"
LUCK,658.68,659.40,666.99,658.00,663.99,5.31,0.81%,"1,058,308"
MERIT,15.36,15.31,15.68,14.87,15.01,-0.35,-2.28%,"1,017,500"
NRSL,9.88,9.80,9.85,9.40,9.60,-0.28,-2.83%,"964,500"
SSGC,16.92,16.80,16.84,16.40,16.60,-0.32,-1.89%,"938,500"
HUBC,81.74,81.95,81.95,80.05,81.95,0.21,0.26%,"907,564"
PASL,1.02,1.05,1.05,0.95,0.95,-0.07,-6.86%,"880,500"
ATRL,162.89,161.50,162.50,155.11,156.51,-6.38,-3.92%,"879,500"
HUMNL,8.14,8.31,8.31,7.99,8.09,-0.05,-0.61%,"865,500"
DSLDEF,4.92,4.90,4.96,4.70,4.72,-0.20,-4.07%,"862,500"
NML,105.30,105.50,105.99,103.75,105.00,-0.30,-0.28%,"831,500"
GAIL,6.17,6.15,6.15,5.80,5.93,-0.24,-3.89%,"813,500"
PIAA,5.12,5.12,5.12,4.95,5.05,-0.07,-1.37%,"795,000"
TELE,1.97,2.03,2.03,1.88,1.89,-0.08,-4.06%,"761,500"
SMBLDEF,2.07,2.10,2.12,1.96,1.99,-0.08,-3.86%,"740,000"
STCL,14.23,14.01,14.25,13.90,13.94,-0.29,-2.04%,"724,000"
SPL,24.94,24.71,24.80,23.80,23.80,-1.14,-4.57%,"723,000"
PSX,15.83,15.65,16.04,15.50,15.73,-0.10,-0.63%,"693,000"
HBL,131.67,132.99,132.99,130.60,132.00,0.33,0.25%,"641,821"
SNBL,9.62,9.50,9.60,8.76,9.45,-0.17,-1.77%,"618,000"
TRPOL,9.98,9.66,9.83,9.55,9.55,-0.43,-4.31%,"613,000"
THCCL,23.45,23.40,24.15,22.50,22.88,-0.57,-2.43%,"597,500"
MEBLXB,80.79,80.80,81.00,79.97,80.00,-0.79,-0.98%,"589,000"
INIL,154.86,155.00,155.02,151.50,154.02,-0.84,-0.54%,"588,500"
CHCC,131.45,130.97,133.00,129.01,130.30,-1.15,-0.87%,"583,500"
TREET,26.61,26.75,26.80,25.50,25.78,-0.83,-3.12%,"580,000"
PACE,3.59,3.60,3.66,3.45,3.50,-0.09,-2.51%,"572,000"
NBP,40.37,40.20,40.35,39.60,40.00,-0.37,-0.92%,"571,500"
NCL,42.01,42.02,42.49,41.41,41.47,-0.54,-1.29%,"566,500"
ENGROXD,300.05,299.25,306.00,299.25,304.02,3.97,1.32%,"549,849"
SPEL,49.03,49.40,49.40,46.00,48.00,-1.03,-2.10%,"512,500"
ANL,19.98,19.50,20.05,19.30,19.31,-0.68,-3.40%,"502,500"
CLOV,102.28,101.22,103.88,97.00,97.10,-5.18,-5.06%,"496,500"
NRL,197.79,196.10,197.40,189.30,191.60,-6.19,-3.13%,"494,700"
LOADS,20.36,20.25,20.25,19.15,19.48,-0.88,-4.32%,"467,000"
MCB,176.81,179.40,179.40,174.50,177.00,0.19,0.11%,"465,868"
PREMA,21.20,21.13,21.35,20.75,20.90,-0.30,-1.42%,"443,000"
GGGL,14.85,14.89,15.09,14.69,14.74,-0.11,-0.74%,"443,000"
FHAM,11.62,11.97,12.27,11.80,12.00,0.38,3.27%,"443,000"
CSIL,3.21,3.21,3.30,3.11,3.30,0.09,2.80%,"440,500"
LPL,13.53,13.41,13.68,13.32,13.43,-0.10,-0.74%,"431,000"
BGL,8.05,8.14,8.15,7.86,7.90,-0.15,-1.86%,"418,500"
BIFO,166.64,166.00,169.98,166.00,167.25,0.61,0.37%,"414,500"
ICIBL,1.08,1.06,1.06,1.02,1.02,-0.06,-5.56%,"414,000"
GGL,15.90,16.09,16.09,15.27,15.49,-0.41,-2.58%,"411,500"
TPL,6.13,6.05,6.17,5.95,5.95,-0.18,-2.94%,"408,000"
SAZEW,163.02,163.98,168.40,158.00,166.85,3.83,2.35%,"398,900"
RPL,36.89,36.80,37.50,35.72,36.50,-0.39,-1.06%,"391,000"
HTL,43.38,42.83,44.20,42.00,42.75,-0.63,-1.45%,"377,000"
GATM,39.53,39.75,39.75,38.85,38.85,-0.68,-1.72%,"355,500"
FFC,109.04,109.00,110.10,109.00,110.00,0.96,0.88%,"330,278"
MFL,23.89,23.89,23.89,23.00,23.20,-0.69,-2.89%,"324,000"
DSIL,2.34,2.33,2.39,2.22,2.39,0.05,2.14%,"300,000"
YOUW,3.75,3.99,3.99,3.76,3.76,0.01,0.27%,"288,500"
SERF,8.65,8.50,8.75,8.50,8.75,0.10,1.16%,"277,500"
GTYR,71.72,72.00,72.00,69.50,71.25,-0.47,-0.66%,"272,000"
BAHL,64.75,64.70,65.00,64.20,65.00,0.25,0.39%,"271,769"
MODAM,7.00,6.26,6.50,6.00,6.00,-1.00,-14.29%,"258,000"
HCAR,306.09,305.01,308.70,295.00,306.50,0.41,0.13%,"249,200"
ESBL,13.89,13.63,14.00,13.34,13.70,-0.19,-1.37%,"240,000"
KOSM,2.65,2.66,2.70,2.57,2.60,-0.05,-1.89%,"239,000"
CRTM,22.16,22.19,22.50,21.51,21.80,-0.16,-0.73%,"238,500"
PSMC,223.84,220.51,224.70,218.00,223.90,0.06,0.03%,"236,900"
FLYNG,11.01,11.10,11.10,10.62,10.70,-0.31,-2.82%,"235,500"
GLAXO,184.69,183.23,186.50,183.00,184.65,-0.04,-0.02%,"234,900"
MDTL,1.51,1.50,1.53,1.45,1.49,-0.02,-1.32%,"233,500"
PAKRI,27.62,27.90,28.88,27.00,28.87,1.25,4.53%,"223,500"
FCSC,1.68,1.70,1.80,1.52,1.67,-0.01,-0.60%,"218,000"
CEPB,113.29,113.20,116.85,109.80,115.30,2.01,1.77%,"217,000"
AGP,114.50,113.10,115.55,112.10,114.88,0.44,0.38%,"214,000"
IMSLDEF,14.01,14.00,14.50,13.75,14.50,0.49,3.50%,"199,500"
SYS,295.18,295.01,300.50,289.00,299.00,3.82,1.29%,"196,000"
FDIBL,2.42,2.47,2.52,2.25,2.52,0.10,4.13%,"190,500"
KOHC,199.86,203.00,205.00,199.00,200.00,0.14,0.07%,"188,100"
NEXT,11.98,12.00,12.38,11.03,12.00,0.02,0.17%,"188,000"
BIPL,10.85,10.75,10.75,10.56,10.70,-0.15,-1.38%,"182,500"
EFUL,198.12,196.10,196.10,185.00,190.00,-8.12,-4.10%,"171,900"
PILDEF,1.15,1.10,1.29,1.10,1.25,0.10,8.70%,"168,500"
IGIHL,219.18,223.41,229.00,218.00,226.10,6.92,3.16%,"159,200"
TRSM,3.20,3.21,4.19,3.21,3.70,0.50,15.63%,"158,000"
FCEPL,86.30,86.00,87.00,85.00,87.00,0.70,0.81%,"155,500"
CPPL,190.80,187.90,190.80,182.15,190.80,0.00,0.00%,"151,700"
FIBLM,3.10,3.00,3.02,3.00,2.90,-0.08,-2.68%,"150,500"
PAKMI,2.34,2.45,2.49,2.01,2.15,-0.19,-8.12%,"150,000"
SHEL,244.80,245.01,249.50,239.00,247.80,3.00,1.23%,"139,000"
SEPL,212.65,210.00,224.00,209.00,224.00,11.35,5.34%,"138,400"
BPL,36.40,34.50,34.51,33.67,33.67,-2.73,-7.50%,"135,500"
GHGL,53.03,53.00,54.00,52.20,53.00,-0.03,-0.06%,"135,000"
POL,425.77,425.50,426.72,421.00,424.01,-1.76,-0.41%,"133,714"
AICL,42.00,42.00,43.00,41.75,42.35,0.35,0.83%,"127,000"
DCR,11.03,11.00,11.04,10.96,11.04,0.01,0.09%,"126,500"
TRIPF,165.32,165.00,177.71,163.75,177.71,12.39,7.49%,"126,000"
FPRM,7.27,7.42,7.89,6.30,7.00,-0.27,-3.71%,"122,000"
CSAP,78.96,79.00,79.85,76.50,78.20,-0.76,-0.96%,"121,500"
DFSM,2.04,1.92,1.98,1.81,1.89,-0.14,-6.90%,"108,000"
TGL,94.72,94.10,94.39,93.00,93.20,-1.52,-1.60%,"105,000"
KSBP,286.60,286.00,308.09,280.00,308.09,21.49,7.50%,"101,800"
PIM,7.01,8.00,8.00,6.01,6.05,-0.96,-13.69%,"82,000"
ACPL,166.57,167.00,168.95,160.10,167.10,0.53,0.32%,"81,400"
TPLT,10.10,9.81,10.20,9.81,10.00,-0.10,-0.99%,"79,500"
ATIL,58.50,57.50,57.50,55.75,56.90,-1.60,-2.74%,"78,500"
PMI,1.60,1.50,1.65,1.40,1.40,-0.20,-12.50%,"77,000"
DKLDEF,5.11,5.08,5.10,4.90,5.03,-0.08,-1.57%,"76,000"
SMCPL,8.10,8.24,8.24,7.91,7.96,-0.10,-1.24%,"75,000"
GWLC,27.30,26.80,27.50,26.62,26.99,-0.31,-1.14%,"73,500"
AEL,10.27,10.28,11.27,10.28,11.27,1.00,9.74%,"70,500"
SKRS,9.95,10.23,10.23,9.80,9.90,-0.05,-0.50%,"68,000"
DLLXD,195.00,194.00,195.00,190.00,194.10,0.00,0.00%,"65,200"
FATIMA,29.44,29.50,29.65,28.71,29.50,0.06,0.20%,"64,000"
ECOP,19.93,20.04,20.04,19.41,19.50,-0.43,-2.16%,"62,500"
CTM,4.02,4.00,4.15,3.95,4.07,0.05,1.24%,"62,500"
BERG,89.75,88.05,88.25,85.25,87.00,-3.00,-3.33%,"60,500"
KOIL,5.06,4.86,5.07,4.86,4.92,-0.14,-2.77%,"58,500"
AHLXD,53.00,53.00,53.35,51.52,53.00,0.00,0.00%,"58,000"
FUDLM,8.50,8.50,8.50,8.12,8.30,-0.20,-2.35%,"55,500"
786,13.44,13.11,13.11,12.44,12.44,-1.00,-7.44%,"55,000"
OLPL,27.03,27.05,27.05,26.90,27.00,-0.03,-0.11%,"54,500"
SINDM,11.26,11.10,11.10,10.55,10.75,-0.51,-4.53%,"52,500"
HGFA,10.01,10.05,10.05,9.60,9.75,-0.26,-2.60%,"52,500"
SPWL,17.16,17.03,17.39,16.00,17.00,-0.16,-0.93%,"50,000"
